Outcode,YearBin,min,max,mean,stddev,count,median,lowerQuartile,upperQuartile,skew,range,IQR
NP8,2015 +,500.0,3500000.0,368832.3192,279414.0330538801,708.0,309000.0,225000.0,430000.0,5.680636461653591,3499500.0,205000.0
PL25,1995 - 2004,10000.0,800000.0,99006.1943,66419.67007954008,5264.0,79000.0,54000.0,127500.0,2.2651210828812616,790000.0,73500.0
PL25,2005 - 2014,30000.0,1862484.0,183927.7495,93861.11563494068,4546.0,169000.0,135000.0,210000.0,5.495204119523798,1832484.0,75000.0
PL25,2015 +,800.0,12800000.0,248357.0373,332505.76515681803,4963.0,210000.0,150000.0,280000.0,22.73322321514844,12799200.0,130000.0
PO5,1995 - 2004,3500.0,750000.0,90884.2685,64700.49518708737,7937.0,73000.0,48000.0,115000.0,2.376248723021908,746500.0,67000.0
PO5,2005 - 2014,5000.0,1350000.0,171128.8539,97805.51138070611,4970.0,141250.0,113000.0,195000.0,2.6275810565869984,1345000.0,82000.0
PO5,2015 +,200.0,18514276.0,250630.2701,352994.42201252247,4625.0,190000.0,141000.0,286000.0,32.977176866151915,18514076.0,145000.0
RG45,1995 - 2004,10000.0,1159400.0,195843.6799,117886.24884505512,3137.0,167000.0,116750.0,250000.0,1.9787513116387585,1149400.0,133250.0
RG45,2005 - 2014,80000.0,1970000.0,333652.8681,173661.51153505332,2442.0,300000.0,215000.0,412500.0,2.2076517789938146,1890000.0,197500.0
RG45,2015 +,500.0,101000000.0,536893.1964,1941803.682590603,2810.0,460000.0,320000.0,595000.0,49.45029785778087,100999500.0,275000.0
SA66,1995 - 2004,10000.0,350000.0,86895.1243,57665.45775600338,338.0,71000.0,47000.0,110000.0,1.629759716747387,340000.0,63000.0
SA66,2005 - 2014,60000.0,775000.0,190484.5364,84441.3486468023,261.0,175000.0,132000.0,230000.0,2.3116225590856256,715000.0,98000.0
SA66,2015 +,3000.0,1300000.0,256149.806,154064.76288318515,397.0,225000.0,150000.0,325000.0,2.02570509393516,1297000.0,175000.0
SE21,1995 - 2004,3000.0,1850000.0,234589.0841,220106.81306979107,2972.0,170000.0,98000.0,280000.0,2.753030025392987,1847000.0,182000.0
SE21,2005 - 2014,35000.0,5100000.0,532768.2554,493945.2766672374,2220.0,350000.0,231950.0,650000.0,2.8184056185537507,5065000.0,418050.0
SE21,2015 +,1000.0,9650000.0,918436.8787,869839.6432458651,1748.0,618000.0,404000.0,1120500.0,3.062409555363484,9649000.0,716500.0
SG13,1995 - 2004,19000.0,1900000.0,168963.7988,133189.93629353997,4304.0,135000.0,86500.0,205000.0,4.087165180595681,1881000.0,118500.0
SG13,2005 - 2014,16250.0,8000000.0,321545.8831,251821.23086470657,3353.0,250000.0,205000.0,365000.0,10.882947462419391,7983750.0,160000.0
SG13,2015 +,112.0,37714417.0,509416.827,1007481.9658308764,3196.0,370000.0,290000.0,540000.0,27.330828143956943,37714305.0,250000.0
SN3,1995 - 2004,6000.0,675000.0,97772.2161,56103.88580944219,9374.0,84500.0,59000.0,123000.0,2.178260322074723,669000.0,64000.0
SN3,2005 - 2014,30000.0,7000000.0,168945.9085,145797.49016011224,7157.0,150000.0,121000.0,190000.0,28.949070984009463,6970000.0,69000.0
SN3,2015 +,1000.0,126372000.0,348984.4182,1862924.2046180656,8175.0,239995.0,180000.0,300000.0,44.8981466085762,126371000.0,120000.0
SP3,1995 - 2004,10000.0,2195000.0,177637.1608,146475.64235884976,1903.0,144700.0,91000.0,222500.0,5.00330197824819,2185000.0,131500.0
SP3,2005 - 2014,57000.0,2999900.0,336785.6888,243922.1636200492,1613.0,277000.0,200000.0,385000.0,4.4382227383419925,2942900.0,185000.0
SP3,2015 +,500.0,11459977.0,457126.4868,481292.1207488581,1709.0,365000.0,252000.0,523000.0,10.533407319078464,11459477.0,271000.0
SR4,1995 - 2004,250.0,399950.0,55817.5264,36049.6079567239,6681.0,45950.0,32500.0,68000.0,2.150088019788489,399700.0,35500.0
SR4,2005 - 2014,10000.0,18950000.0,111833.481,255113.30832339777,5751.0,99950.0,77000.0,129950.0,70.20962178347666,18940000.0,52950.0
SR4,2015 +,300.0,8676000.0,123274.7053,252799.3419462484,5520.0,99000.0,72000.0,137746.0,26.464638046846453,8675700.0,65746.0
SW14,1995 - 2004,100.0,3375000.0,285672.1245,215485.7236430738,4604.0,230000.0,154000.0,360000.0,3.5481540619840133,3374900.0,206000.0
SW14,2005 - 2014,4000.0,8600000.0,630738.8603,462534.8328793829,3530.0,520000.0,335000.0,779400.0,4.339100203856161,8596000.0,444400.0
SW14,2015 +,100.0,18100000.0,1011036.9414,835845.8295630385,2561.0,870000.0,550000.0,1250000.0,6.919507011605445,18099900.0,700000.0
SW1X,1995 - 2004,1.0,7850000.0,726582.5673,743405.8079271801,2704.0,499000.0,295000.0,872500.0,3.1360330785225736,7849999.0,577500.0
SW1X,2005 - 2014,166.0,65700000.0,2333958.5863,3641995.518741122,1767.0,1350000.0,735000.0,2550000.0,7.010944285936096,65699834.0,1815000.0
SW1X,2015 +,300.0,160000000.0,4636272.9924,9116434.059900587,1320.0,2450000.0,1200000.0,4800000.0,9.770053493067628,159999700.0,3600000.0
TN19,1995 - 2004,14000.0,1750000.0,182101.2847,143766.68071364766,1036.0,145575.0,87500.0,235000.0,3.297050668469133,1736000.0,147500.0
TN19,2005 - 2014,63000.0,1900000.0,349343.8605,241502.13559940452,810.0,268000.0,200000.0,410000.0,2.556778720938451,1837000.0,210000.0
TN19,2015 +,10000.0,4000000.0,497535.254,406206.3848135457,803.0,390000.0,269000.0,590000.0,3.479202083617845,3990000.0,321000.0
TQ13,1995 - 2004,10000.0,1850000.0,135052.112,100253.44014274924,5276.0,110000.0,70000.0,170000.0,3.3358845556133816,1840000.0,100000.0
TQ13,2005 - 2014,10000.0,5350000.0,276445.1166,197082.71622076657,3938.0,230000.0,170000.0,325000.0,7.44688883171062,5340000.0,155000.0
TQ13,2015 +,3000.0,21748000.0,379642.3541,531966.600955829,4532.0,295000.0,216000.0,420000.0,21.83503749615261,21745000.0,204000.0
TS10,1995 - 2004,1500.0,1275000.0,64793.0383,41270.22869999109,7393.0,53995.0,38000.0,80000.0,4.932310412656855,1273500.0,42000.0
TS10,2005 - 2014,10500.0,1800000.0,126379.0819,62176.02827389286,5815.0,118000.0,89000.0,150000.0,7.561066164236782,1789500.0,61000.0
TS10,2015 +,1750.0,15720000.0,157408.303,415075.634465092,6086.0,129950.0,90000.0,170000.0,28.76714389338712,15718250.0,80000.0
WF16,1995 - 2004,5000.0,1120000.0,60383.385,39827.21464792221,2374.0,52500.0,39500.0,75000.0,9.55705636861356,1115000.0,35500.0
WF16,2005 - 2014,10000.0,549999.0,116754.0355,44801.396771962434,1829.0,114950.0,86000.0,138000.0,1.720734518921926,539999.0,52000.0
WF16,2015 +,3500.0,4576000.0,138375.6007,137668.127835249,1628.0,125000.0,92000.0,159995.0,22.033576327580825,4572500.0,67995.0
WF9,1995 - 2004,1000.0,464825.0,57650.7083,42928.836964554444,6661.0,46000.0,29950.0,73500.0,2.324037568360867,463825.0,43550.0
WF9,2005 - 2014,10000.0,13000000.0,114137.0542,210720.9012227907,4594.0,95000.0,72000.0,130000.0,51.252328955644174,12990000.0,58000.0
WF9,2015 +,150.0,44209256.0,173182.7462,747050.0864934924,6075.0,125000.0,88500.0,165000.0,40.59784904347074,44209106.0,76500.0
WR14,1995 - 2004,3750.0,825000.0,117371.0216,82097.25843703163,7005.0,92500.0,60000.0,145000.0,2.2613440289320805,821250.0,85000.0
WR14,2005 - 2014,32500.0,1400000.0,214736.0472,112087.74055084038,5957.0,185000.0,145500.0,247000.0,2.237572634893686,1367500.0,101500.0
WR14,2015 +,500.0,13165830.0,300501.2964,340657.21118780423,6090.0,245000.0,180000.0,345000.0,20.117502494365453,13165330.0,165000.0
WV16,1995 - 2004,5000.0,1250000.0,117961.4496,86446.08781155387,3192.0,92000.0,60000.0,145000.0,2.980481089329949,1245000.0,85000.0
WV16,2005 - 2014,30000.0,1090000.0,221388.9362,112602.90781948024,2431.0,188000.0,150000.0,269000.0,1.9381926864634689,1060000.0,119000.0
WV16,2015 +,500.0,1900000.0,266660.0635,167001.31745332983,2819.0,222000.0,160000.0,325000.0,2.451844574536797,1899500.0,165000.0
IP31,1995 - 2004,2000.0,1528000.0,129729.6109,95970.81274940186,3773.0,102000.0,69500.0,161000.0,3.930794321421157,1526000.0,91500.0
IP31,2005 - 2014,20700.0,1525000.0,250019.3517,134997.27164729615,2980.0,216000.0,163000.0,295000.0,2.320462455441538,1504300.0,132000.0
IP31,2015 +,500.0,15600000.0,371350.738,385874.5164725354,3409.0,316500.0,239995.0,435000.0,24.043484384846558,15599500.0,195005.0
L2,1995 - 2004,15250.0,735000.0,122671.7006,71873.93645866508,481.0,110000.0,79950.0,147000.0,3.910412758015563,719750.0,67050.0
L2,2005 - 2014,15000.0,4125000.0,176038.6019,279669.0048647888,314.0,132450.0,110000.0,167500.0,10.605657722812287,4110000.0,57500.0
L2,2015 +,500.0,68000000.0,386175.1057,2201451.628251533,1977.0,127950.0,95885.0,165250.0,19.757672118239988,67999500.0,69365.0
LL46,1995 - 2004,6000.0,321250.0,68997.2804,52893.96151434961,542.0,57000.0,30920.0,87500.0,1.6800163423782095,315250.0,56580.0
LL46,2005 - 2014,34500.0,540000.0,159599.0761,85280.44954839851,394.0,150000.0,83000.0,210000.0,0.8787441097849448,505500.0,127000.0
LL46,2015 +,3000.0,1800000.0,208830.6547,151289.25607838618,472.0,180000.0,110000.0,267500.0,3.595398425012884,1797000.0,157500.0
LS14,1995 - 2004,5000.0,1300000.0,89030.2086,105140.83878217248,3777.0,56000.0,38000.0,88500.0,4.221607320044996,1295000.0,50500.0
LS14,2005 - 2014,13300.0,3175000.0,158605.9289,158121.94655206875,3823.0,114995.0,91000.0,154000.0,5.844330402518471,3161700.0,63000.0
LS14,2015 +,1500.0,9388633.0,214565.1872,304091.9875224626,5544.0,162500.0,118000.0,234995.0,16.303551675869915,9387133.0,116995.0
M5,1995 - 2004,4000.0,410000.0,49638.7298,33872.10740283563,2306.0,39150.0,28950.0,63000.0,3.0112913548234035,406000.0,34050.0
M5,2005 - 2014,10000.0,550000.0,112207.8913,40699.36129308786,3128.0,108795.0,86000.0,135000.0,2.0422778578355723,540000.0,49000.0
M5,2015 +,100.0,62621070.0,228686.8158,1139205.6094208818,7129.0,165000.0,128471.0,218589.0,45.32447520528092,62620970.0,90118.0
NN17,1995 - 2004,4000.0,1750000.0,70192.17,69356.77124587088,4601.0,50000.0,35000.0,79000.0,6.539507809691785,1746000.0,44000.0
NN17,2005 - 2014,1000.0,1900000.0,132942.2036,86197.37119462536,4189.0,112000.0,90000.0,144995.0,5.987845059639829,1899000.0,54995.0
NN17,2015 +,500.0,69200000.0,272151.3926,1097073.0419080453,6386.0,190000.0,147000.0,255000.0,45.31680527532321,69199500.0,108000.0
NP19,1995 - 2004,95.0,555000.0,59885.9273,33883.6468264325,8650.0,50000.0,37500.0,74950.0,1.916395152375404,554905.0,37450.0
NP19,2005 - 2014,3500.0,1100000.0,119936.5002,45914.1954299555,6507.0,112500.0,89950.0,142000.0,2.7136808670147152,1096500.0,52050.0
NP19,2015 +,200.0,21000000.0,176330.6018,356595.6169694544,9732.0,147000.0,111000.0,195000.0,33.89635466946349,20999800.0,84000.0
PL13,1995 - 2004,10000.0,1975000.0,104451.3036,85887.77795210067,2622.0,82000.0,55000.0,133000.0,6.294240415420545,1965000.0,78000.0
PL13,2005 - 2014,18000.0,2125000.0,218374.1294,127428.7365545507,1986.0,189000.0,149000.0,250000.0,3.6621955689710406,2107000.0,101000.0
PL13,2015 +,1000.0,6510000.0,303372.3945,345977.398241092,2416.0,240000.0,167500.0,345000.0,9.767906144214624,6509000.0,177500.0
RM19,1995 - 2004,11000.0,310000.0,76228.1695,47343.36786756925,1911.0,62000.0,41500.0,96500.0,1.4180297837771396,299000.0,55000.0
RM19,2005 - 2014,32000.0,800000.0,155613.7619,50120.71470843597,1835.0,150000.0,125000.0,185000.0,2.356894524649107,768000.0,60000.0
RM19,2015 +,1000.0,47000000.0,433163.2051,2626026.138450444,1263.0,208000.0,165000.0,255000.0,14.22809654520234,46999000.0,90000.0
S6,1995 - 2004,200.0,938000.0,72041.8644,48312.50740341357,11536.0,58500.0,40950.0,88600.0,3.57956643984998,937800.0,47650.0
S6,2005 - 2014,835.0,13033990.0,143005.4376,145874.2180313178,9474.0,128500.0,107000.0,160000.0,73.0550472697843,13033155.0,53000.0
S6,2015 +,100.0,60000000.0,214050.0465,912950.7486402456,9552.0,167500.0,128000.0,225000.0,53.6840536931814,59999900.0,97000.0
SA5,1995 - 2004,1350.0,500000.0,50267.5078,28625.751636381825,4945.0,43750.0,34000.0,59000.0,3.165991353996076,498650.0,25000.0
SA5,2005 - 2014,19000.0,750000.0,107096.6222,44651.44417969603,3756.0,97000.0,79000.0,125000.0,2.371860097777255,731000.0,46000.0
SA5,2015 +,100.0,7760000.0,139211.7102,186575.17075415567,3841.0,118500.0,87500.0,150000.0,23.7211033363747,7759900.0,62500.0
SO42,1995 - 2004,21250.0,3000000.0,295675.6792,267653.5191845677,904.0,225000.0,134500.0,370000.0,3.5369742556457746,2978750.0,235500.0
SO42,2005 - 2014,50000.0,4950000.0,564373.7039,438972.9849928646,824.0,465000.0,315000.0,675000.0,3.6291315009128247,4900000.0,360000.0
SO42,2015 +,5000.0,9675000.0,874391.6023,868639.1819280937,767.0,680000.0,450000.0,985000.0,5.0931566276768985,9670000.0,535000.0
SS0,1995 - 2004,300.0,1250000.0,86574.6927,69173.84696458979,12491.0,67000.0,43000.0,110000.0,3.4879287176344262,1249700.0,67000.0
SS0,2005 - 2014,500.0,1620000.0,182968.2785,110032.79949891636,8418.0,158000.0,119995.0,210000.0,3.301705677290169,1619500.0,90005.0
SS0,2015 +,500.0,22000000.0,290699.8374,315194.7858357784,8188.0,242500.0,171000.0,335000.0,41.00420188439592,21999500.0,164000.0
TA20,1995 - 2004,5000.0,915000.0,100664.7225,70977.35508930318,4476.0,80000.0,53650.0,127000.0,2.6782735236504256,910000.0,73350.0
TA20,2005 - 2014,30000.0,1250000.0,196865.4672,111043.62420764388,3480.0,165500.0,128000.0,235995.0,2.639045231306445,1220000.0,107995.0
TA20,2015 +,5000.0,9220000.0,273149.9847,294049.6091285027,3597.0,224000.0,165000.0,315000.0,16.381531698275513,9215000.0,150000.0
TN16,1995 - 2004,13500.0,2000000.0,170049.3641,119306.44622447951,3966.0,140000.0,95000.0,205000.0,3.926621831573872,1986500.0,110000.0
TN16,2005 - 2014,15000.0,4750000.0,326097.6171,231266.68005561407,3270.0,270000.0,217000.0,350000.0,5.767647959815334,4735000.0,133000.0
TN16,2015 +,100.0,6035000.0,482850.6972,312933.6586430916,3012.0,410000.0,325000.0,540000.0,5.284398854421107,6034900.0,215000.0
WC2E,1995 - 2004,20000.0,8751000.0,488437.1619,624705.1832111898,210.0,415000.0,260000.0,638000.0,11.093355000281274,8731000.0,378000.0
WC2E,2005 - 2014,70000.0,48361245.0,2605351.7188,5707548.613092302,192.0,875000.0,460000.0,1999999.0,5.350556769177312,48291245.0,1539999.0
WC2E,2015 +,10000.0,79000000.0,3737585.8525,8940456.558828497,217.0,1200000.0,646250.0,3350000.0,5.953972494109566,78990000.0,2703750.0
WV1,1995 - 2004,4000.0,425000.0,62751.5581,44722.24443245849,1523.0,47000.0,34000.0,82500.0,2.3959672046047946,421000.0,48500.0
WV1,2005 - 2014,8817.0,1630000.0,112288.4225,72610.73484890691,1290.0,102000.0,80000.0,125000.0,10.03637807291057,1621183.0,45000.0
WV1,2015 +,10000.0,8500000.0,212376.2476,462331.5104689966,1349.0,120000.0,89000.0,165000.0,9.349140241706278,8490000.0,76000.0
GL19,1995 - 2004,10000.0,1315150.0,167115.213,110615.89213492742,1197.0,138000.0,92500.0,211000.0,2.372334970384685,1305150.0,118500.0
GL19,2005 - 2014,3000.0,3000000.0,304853.9784,182960.65446437968,925.0,270000.0,194950.0,375000.0,5.196133697464306,2997000.0,180050.0
GL19,2015 +,500.0,4376207.0,440531.6144,356348.00684438023,1232.0,367000.0,260000.0,520000.0,4.824059954698752,4375707.0,260000.0
HD8,1995 - 2004,300.0,1200000.0,97612.9716,69777.84097270362,6408.0,77000.0,53000.0,124000.0,3.1040054104363226,1199700.0,71000.0
HD8,2005 - 2014,10000.0,1550000.0,201186.5866,116479.10773140768,5290.0,172000.0,125000.0,240000.0,2.934036921799276,1540000.0,115000.0
HD8,2015 +,200.0,109686257.0,298841.7649,2078009.6251443208,5615.0,217000.0,153000.0,317500.0,51.98524994666665,109686057.0,164500.0
IG5,1995 - 2004,20000.0,610000.0,158767.6017,84196.75818036665,2747.0,138500.0,94000.0,212500.0,1.0159011247228034,590000.0,118500.0
IG5,2005 - 2014,55000.0,715000.0,290130.9392,100237.19752781134,2123.0,282500.0,225950.0,350000.0,0.6848528269418686,660000.0,124050.0
IG5,2015 +,14000.0,2280000.0,466081.3575,175693.8405989673,1519.0,470000.0,350000.0,560000.0,1.3224353892332332,2266000.0,210000.0
L30,1995 - 2004,6789.0,250000.0,56435.0648,28883.871265443075,2128.0,49950.0,36000.0,70000.0,1.3947395046676982,243211.0,34000.0
L30,2005 - 2014,15000.0,1100000.0,103735.0652,45329.1055251503,1625.0,99000.0,78000.0,124950.0,8.229328199221717,1085000.0,46950.0
L30,2015 +,1550.0,9927001.0,148055.5404,335189.9639160368,1904.0,113000.0,82500.0,148000.0,17.991199755019856,9925451.0,65500.0
L44,1995 - 2004,9000.0,81000.0,31666.6667,23914.19847891392,6.0,33000.0,12000.0,33000.0,1.4611527287522663,72000.0,21000.0
L44,2005 - 2014,,,,,,,,,,,
L44,2015 +,,,,,,,,,,,
LA11,1995 - 2004,10000.0,600000.0,111599.4012,73009.4001904576,2692.0,88000.0,60000.0,140000.0,1.7124989450692525,590000.0,80000.0
LA11,2005 - 2014,14280.0,1180000.0,226730.5866,115029.83631415678,2044.0,200000.0,150000.0,278000.0,1.8833609104928264,1165720.0,128000.0
LA11,2015 +,1500.0,3867240.0,270755.1092,180894.92009818828,2390.0,242500.0,160000.0,340000.0,5.1468106848781625,3865740.0,180000.0
NR1,1995 - 2004,6000.0,1840000.0,83023.9733,64216.96692130693,5580.0,64500.0,44000.0,105500.0,6.7547754789143815,1834000.0,61500.0
NR1,2005 - 2014,7500.0,4265000.0,164465.2818,97109.55591978076,5837.0,147000.0,120000.0,185000.0,15.297873342432474,4257500.0,65000.0
NR1,2015 +,650.0,16612691.0,243850.615,414003.1392193129,5943.0,186250.0,146000.0,250000.0,21.98297982135972,16612041.0,104000.0
OX8,1995 - 2004,25000.0,350000.0,167370.9677,92198.32828079452,31.0,165000.0,87000.0,235000.0,0.4435333555613186,325000.0,148000.0
OX8,2005 - 2014,132500.0,385000.0,221007.2222,81138.76985042049,9.0,225000.0,138800.0,250000.0,0.6921309561132916,252500.0,111200.0
OX8,2015 +,188000.0,1749996.0,643249.0,643501.7280497388,4.0,240000.0,188000.0,395000.0,1.4766109654451285,1561996.0,207000.0
PE27,1995 - 2004,9000.0,900000.0,98648.8744,61746.56471291819,5623.0,83000.0,57000.0,124995.0,2.673132632058785,891000.0,67995.0
PE27,2005 - 2014,33000.0,2160000.0,197373.051,96329.22013657958,4098.0,175000.0,140000.0,225000.0,4.211459766585075,2127000.0,85000.0
PE27,2015 +,10000.0,16765000.0,318507.3372,431802.8528662413,3416.0,270000.0,205000.0,345000.0,24.140786617904062,16755000.0,140000.0
RG10,1995 - 2004,13500.0,2300000.0,217104.3563,157690.75378440227,4493.0,179000.0,123000.0,259950.0,3.3755323411510223,2286500.0,136950.0
RG10,2005 - 2014,85500.0,3300000.0,402234.0265,275020.72960467666,3094.0,328000.0,245000.0,470000.0,3.549403476450787,3214500.0,225000.0
RG10,2015 +,1785.0,55746000.0,667029.6026,1262159.5670254717,2675.0,520000.0,385000.0,733500.0,33.4717292126577,55744215.0,348500.0
SA46,1995 - 2004,12500.0,430000.0,84818.9678,48095.40709881618,528.0,74950.0,52000.0,100000.0,1.907458803433013,417500.0,48000.0
SA46,2005 - 2014,55294.0,499999.0,193729.3777,74567.15556799354,368.0,180000.0,145000.0,226000.0,1.360135130310274,444705.0,81000.0
SA46,2015 +,1700.0,2000000.0,255368.7963,181864.66672314983,437.0,227000.0,165000.0,300000.0,5.285883339538829,1998300.0,135000.0
SN4,1995 - 2004,3500.0,1110000.0,130768.8394,92541.47230755104,5529.0,108795.0,71000.0,160000.0,2.895574982168679,1106500.0,89000.0
SN4,2005 - 2014,24000.0,1639073.0,230828.5682,127151.35258376888,4523.0,198000.0,155000.0,267000.0,2.976138351148766,1615073.0,112000.0
SN4,2015 +,1.0,45177903.0,351844.1935,767494.847358899,4801.0,270000.0,210000.0,376875.0,43.51754326212036,45177902.0,166875.0
SW4,1995 - 2004,1200.0,4350000.0,221077.7403,178152.18118824804,8869.0,182999.0,115000.0,265000.0,4.525028600611305,4348800.0,150000.0
SW4,2005 - 2014,4000.0,8550000.0,503279.386,416095.7669178544,7261.0,377000.0,282000.0,553700.0,4.416875685086844,8546000.0,271700.0
SW4,2015 +,100.0,36022321.0,838715.5505,1189761.9802103713,5511.0,600000.0,460000.0,875000.0,16.52099852285563,36022221.0,415000.0
TA3,1995 - 2004,11500.0,1075000.0,149429.9799,101068.5853974682,2340.0,122000.0,78250.0,190000.0,2.007395445146626,1063500.0,111750.0
TA3,2005 - 2014,32500.0,1850000.0,290103.7409,156050.95398557791,2042.0,250000.0,190000.0,350000.0,2.9023823672484386,1817500.0,160000.0
TA3,2015 +,500.0,12500000.0,402317.0505,349214.4340000672,2476.0,335000.0,250000.0,480000.0,18.2876879493386,12499500.0,230000.0
TQ12,1995 - 2004,1000.0,1200000.0,98511.6776,68697.59104891181,13183.0,79500.0,54000.0,123500.0,3.124747378921276,1199000.0,69500.0
TQ12,2005 - 2014,30000.0,1870020.0,200265.9116,100528.4870416293,9218.0,178000.0,139950.0,234950.0,3.6003957026429987,1840020.0,95000.0
TQ12,2015 +,100.0,11000000.0,277221.4832,257291.6740969736,10603.0,240000.0,180000.0,315000.0,17.69003384029776,10999900.0,135000.0
UB9,1995 - 2004,2300.0,1650000.0,176653.7657,128823.95929080664,2778.0,143000.0,94000.0,219950.0,2.994228917863034,1647700.0,125950.0
UB9,2005 - 2014,10000.0,30400000.0,346992.7961,710927.302875354,2364.0,279000.0,212500.0,380000.0,35.024358699580986,30390000.0,167500.0
UB9,2015 +,1000.0,39000000.0,568155.9566,1019657.0439242268,2351.0,435000.0,335000.0,605000.0,26.223699447751542,38999000.0,270000.0
W1T,1995 - 2004,10000.0,3000000.0,281574.5011,225098.02082491963,914.0,240000.0,145391.0,345000.0,4.562722906877094,2990000.0,199609.0
W1T,2005 - 2014,8000.0,67098156.0,942903.9189,3879369.782503545,604.0,520000.0,358000.0,820000.0,16.467369314121104,67090156.0,462000.0
W1T,2015 +,5000.0,197000000.0,4259430.8971,15553559.801731184,1157.0,1400000.0,816500.0,2350000.0,8.514680282025568,196995000.0,1533500.0
WS12,1995 - 2004,500.0,311000.0,74178.106,37912.4769991852,7498.0,64950.0,47000.0,90500.0,1.4501945894527983,310500.0,43500.0
WS12,2005 - 2014,30000.0,1590000.0,141640.6301,56405.800125666974,4736.0,130000.0,109995.0,166500.0,4.78877034597288,1560000.0,56505.0
WS12,2015 +,1.0,12867185.0,203174.2094,277200.79389353143,6323.0,180000.0,135000.0,239950.0,32.71617742720935,12867184.0,104950.0
HP11,1995 - 2004,1000.0,752500.0,126673.144,84833.12848227112,3138.0,103500.0,69000.0,157500.0,2.211517028352985,751500.0,88500.0
HP11,2005 - 2014,9000.0,11005000.0,244464.2685,268155.5680821981,2372.0,200000.0,160000.0,285000.0,28.674165007927797,10996000.0,125000.0
HP11,2015 +,500.0,38410788.0,435227.0568,1039895.4282180414,3115.0,312500.0,226500.0,475000.0,23.757553454846317,38410288.0,248500.0
HP23,1995 - 2004,14000.0,1625000.0,175691.082,134308.87273322686,4232.0,140000.0,90000.0,212000.0,3.210185844040455,1611000.0,122000.0
HP23,2005 - 2014,50000.0,3750000.0,347617.6731,232174.82211648763,3093.0,281000.0,205000.0,425000.0,4.067570046956538,3700000.0,220000.0
HP23,2015 +,500.0,7750000.0,548161.6151,363653.4881556375,2993.0,475000.0,335000.0,675000.0,5.786065517415492,7749500.0,340000.0
HR6,1995 - 2004,2500.0,965000.0,101391.1327,76465.05205848423,4206.0,79995.0,53869.0,125000.0,3.059811842858571,962500.0,71131.0
HR6,2005 - 2014,33000.0,1255100.0,203542.7985,116009.29505907712,2883.0,169000.0,129000.0,245000.0,2.263519633096413,1222100.0,116000.0
HR6,2015 +,500.0,6860000.0,276597.5007,230210.6833706205,3335.0,225000.0,160000.0,333000.0,10.955696820803132,6859500.0,173000.0
LL53,1995 - 2004,4000.0,539000.0,87331.4373,64506.585093834,2829.0,68500.0,45250.0,110000.0,2.152792212650348,535000.0,64750.0
LL53,2005 - 2014,800.0,1645000.0,204454.0977,126238.60067690288,2048.0,180000.0,125000.0,245000.0,3.412928188001791,1644200.0,120000.0
LL53,2015 +,600.0,34710443.0,292791.3643,711812.0295419019,2646.0,221500.0,148000.0,340000.0,42.94308975877252,34709843.0,192000.0
LL68,1995 - 2004,1000.0,335000.0,65489.7293,46238.44933568965,920.0,54500.0,36000.0,77500.0,2.1623718957186897,334000.0,41500.0
LL68,2005 - 2014,20000.0,580000.0,135100.6657,69079.60792971066,700.0,120000.0,87000.0,165000.0,2.097430761410209,560000.0,78000.0
LL68,2015 +,900.0,800000.0,190692.5926,112690.1041239274,972.0,165000.0,115000.0,240000.0,1.725664497955784,799100.0,125000.0
ME20,1995 - 2004,12750.0,650000.0,125800.8899,74394.53791045834,3677.0,109000.0,71000.0,160000.0,1.7106657672008745,637250.0,89000.0
ME20,2005 - 2014,37500.0,12800000.0,225471.5104,330667.13291432423,3417.0,197000.0,165000.0,245000.0,32.06518927965654,12762500.0,80000.0
ME20,2015 +,1500.0,68962067.0,408472.059,1560627.9902742093,3458.0,307000.0,245000.0,380000.0,31.77417242097291,68960567.0,135000.0
MK15,1995 - 2004,8000.0,701000.0,118191.2613,82885.57967155031,1906.0,95000.0,60000.0,150000.0,1.939198162499985,693000.0,90000.0
MK15,2005 - 2014,20000.0,950000.0,215274.8712,120866.47045043988,1436.0,181950.0,146000.0,250000.0,1.7386553090981782,930000.0,104000.0
MK15,2015 +,21000.0,50150000.0,484750.9028,1894067.999676967,1029.0,290000.0,220000.0,408000.0,20.044609047931218,50129000.0,188000.0
NE35,1995 - 2004,1100.0,275000.0,67040.0229,41514.58392431077,1222.0,59995.0,37420.0,85000.0,1.358984764101075,273900.0,47580.0
NE35,2005 - 2014,15428.0,360000.0,130730.5072,61953.78483595387,909.0,121995.0,83000.0,170000.0,0.6633563066470651,344572.0,87000.0
NE35,2015 +,2000.0,20351894.0,214455.3298,917473.6225427386,746.0,132500.0,95000.0,196500.0,18.58394400132297,20349894.0,101500.0
NG2,1995 - 2004,1500.0,710000.0,100705.9972,67851.22871926261,13845.0,84950.0,53950.0,130000.0,1.8847006289722703,708500.0,76050.0
NG2,2005 - 2014,21250.0,1620000.0,191872.3502,111701.83370128911,9953.0,170000.0,109000.0,246500.0,2.185280598961892,1598750.0,137500.0
NG2,2015 +,500.0,63733472.0,305038.0897,893475.4372506242,9678.0,234000.0,140000.0,360000.0,47.28098617643321,63732972.0,220000.0
PL29,1995 - 2004,16500.0,585000.0,135649.8652,100626.92366189069,356.0,97500.0,66000.0,180000.0,1.5772949143342154,568500.0,114000.0
PL29,2005 - 2014,55000.0,2425000.0,321148.343,203879.67350257008,242.0,289000.0,215000.0,385000.0,5.347311681771249,2370000.0,170000.0
